acc,node,density,input_scale,rho,fb_scale,leaking_rate,average_window
0.7624,0.95,0.4,0.002,1.45,0,0.9,10
0.758,0.95,0.4,0.002,1.425,0,0.9,10
0.7469,0.95,0.4,0.002,1.4,0,0.9,10
0.7027,0.875,0.3,0.002,1.35,0,0.85,100
0.6996,0.875,0.3,0.002,1.35,0,0.9,100
0.6979,0.875,0.3,0.002,1.375,0,0.9,100
0.6962,0.875,0.3,0.002,1.325,0,0.85,100
0.6946,0.875,0.3,0.002,1.325,0,0.9,100
0.6911,0.875,0.3,0.002,1.3,0,0.75,100
0.6878,0.875,0.3,0.002,1.3,0,0.85,100
0.6846,0.875,0.3,0.002,1.3,0,0.9,100
0.6735,0.875,0.3,0.002,1.325,0,0.75,100
0.669,0.875,0.3,0.002,1.375,0,0.85,100
0.661,0.825,0.4,0.002,1.325,0,0.9,100
0.661,0.875,0.3,0.003,1.4,0,0.9,100
0.6609,0.875,0.3,0.003,1.425,0,0.9,100
0.6594,0.825,0.4,0.002,1.325,0,0.85,100
0.6593,0.875,0.3,0.003,1.4,0,0.85,100
0.6592,0.85,0.5,0.002,1.3,0,0.75,100
0.6561,0.85,0.5,0.002,1.35,0,0.75,100
0.6561,0.875,0.3,0.003,1.375,0,0.85,100
0.656,0.85,0.5,0.002,1.325,0,0.75,100
0.6545,0.825,0.4,0.002,1.3,0,0.75,100
0.6545,0.825,0.4,0.002,1.3,0,0.85,100
0.6545,0.825,0.4,0.002,1.3,0,0.9,100
0.6545,0.875,0.3,0.003,1.375,0,0.9,100
0.6544,0.875,0.3,0.003,1.425,0,0.85,100
0.6529,0.875,0.3,0.003,1.375,0,0.75,100
0.6529,0.925,0.5,0.003,1.425,0,0.85,100
0.6529,0.925,0.5,0.003,1.425,0,0.9,100
0.6528,0.85,0.5,0.003,1.4,0,0.75,100
0.6528,0.875,0.3,0.003,1.4,0,0.75,100
0.6512,0.825,0.5,0.002,1.3,0,0.85,100
0.6511,0.85,0.5,0.002,1.35,0,0.85,100
0.6511,0.925,0.5,0.003,1.45,0,0.9,100
0.651,0.85,0.5,0.002,1.325,0,0.85,100
0.6497,0.875,0.3,0.002,1.4,0,0.9,100
0.6497,0.875,0.3,0.003,1.35,0,0.75,100
0.6497,0.925,0.5,0.003,1.4,0,0.75,100
0.6497,0.925,0.5,0.003,1.4,0,0.85,100
0.6497,0.95,0.5,0.003,1.35,0,0.75,100
0.6496,0.85,0.3,0.002,1.35,0,0.9,100
0.6496,0.825,0.5,0.002,1.3,0,0.9,100
0.6496,0.825,0.4,0.003,1.4,0,0.9,100
0.6496,0.875,0.4,0.002,1.3,0,0.85,100
0.6495,0.85,0.5,0.002,1.375,0,0.85,100
0.6494,0.925,0.5,0.003,1.45,0,0.85,100
0.6493,0.85,0.5,0.002,1.3,0,0.85,100
0.6481,0.85,0.5,0.002,1.375,0,0.75,100
0.648,0.825,0.4,0.002,1.35,0,0.9,100
0.648,0.85,0.3,0.002,1.35,0,0.85,100
0.648,0.825,0.5,0.002,1.3,0,0.75,100
0.648,0.825,0.4,0.003,1.4,0,0.85,100
0.648,0.925,0.5,0.003,1.375,0,0.75,100
0.648,0.925,0.5,0.003,1.4,0,0.9,100
0.6478,0.85,0.5,0.002,1.375,0,0.9,100
0.6477,0.875,0.3,0.003,1.45,0,0.9,100
0.6477,0.85,0.5,0.002,1.35,0,0.9,100
0.6464,0.85,0.3,0.002,1.35,0,0.75,100
0.6463,0.925,0.5,0.003,1.425,0,0.75,100
0.6462,0.875,0.3,0.003,1.425,0,0.75,100
0.646,0.85,0.3,0.002,1.375,0,0.9,100
0.6459,0.85,0.5,0.002,1.325,0,0.9,100
0.6448,0.875,0.4,0.002,1.3,0,0.9,100
0.6432,0.825,0.3,0.002,1.375,0,0.9,100
0.6432,0.825,0.4,0.003,1.4,0,0.75,100
0.6432,0.925,0.5,0.002,1.3,0,0.85,100
0.6432,0.925,0.5,0.002,1.325,0,0.85,100
0.6432,0.925,0.5,0.002,1.325,0,0.9,100
0.6431,0.825,0.3,0.003,1.45,0,0.75,100
0.6429,0.875,0.3,0.003,1.45,0,0.85,100
0.6426,0.85,0.5,0.002,1.3,0,0.9,100
0.6415,0.825,0.4,0.002,1.35,0,0.85,100
0.6415,0.825,0.5,0.003,1.45,0,0.9,100
0.6415,0.95,0.3,0.003,1.375,0,0.9,100
0.6414,0.875,0.3,0.002,1.425,0,0.85,100
0.6413,0.925,0.5,0.003,1.45,0,0.75,100
0.64,0.825,0.3,0.002,1.375,0,0.85,100
0.64,0.85,0.3,0.002,1.325,0,0.75,100
0.6399,0.825,0.5,0.003,1.45,0,0.85,100
0.6399,0.875,0.3,0.002,1.4,0,0.85,100
0.6399,0.925,0.5,0.003,1.35,0,0.75,100
0.6399,0.95,0.3,0.003,1.375,0,0.85,100
0.6398,0.825,0.4,0.003,1.375,0,0.75,100
0.6397,0.95,0.3,0.003,1.35,0,0.9,100
0.6396,0.85,0.3,0.002,1.375,0,0.85,100
0.6384,0.825,0.3,0.002,1.35,0,0.75,100
0.6384,0.85,0.3,0.002,1.325,0,0.85,100
0.6383,0.825,0.3,0.002,1.35,0,0.9,100
0.6382,0.925,0.5,0.002,1.35,0,0.85,100
0.6381,0.95,0.3,0.003,1.35,0,0.85,100
0.6368,0.825,0.5,0.003,1.425,0,0.75,100
0.6368,0.85,0.4,0.002,1.375,0,0.9,100
0.6368,0.85,0.5,0.003,1.425,0,0.75,100
0.6368,0.95,0.3,0.003,1.425,0,0.75,100
0.6367,0.825,0.3,0.002,1.35,0,0.85,100
0.6366,0.925,0.5,0.002,1.35,0,0.9,100
0.6365,0.875,0.3,0.002,1.425,0,0.9,100
0.6364,0.85,0.3,0.002,1.375,0,0.75,100
0.6352,0.825,0.3,0.002,1.375,0,0.75,100
0.6352,0.875,0.3,0.003,1.45,0,0.75,100
0.6352,0.875,0.4,0.002,1.325,0,0.85,100
0.6351,0.95,0.3,0.003,1.35,0,0.75,100
0.6351,0.95,0.3,0.003,1.4,0,0.75,100
0.635,0.95,0.5,0.002,1.3,0,0.85,100
0.6349,0.95,0.5,0.002,1.3,0,0.75,100
0.6336,0.825,0.5,0.003,1.425,0,0.85,100
0.6336,0.85,0.4,0.002,1.375,0,0.85,100
0.6335,0.825,0.5,0.003,1.45,0,0.75,100
0.6334,0.95,0.5,0.002,1.3,0,0.9,100
0.6333,0.875,0.3,0.003,1.35,0,0.85,100
0.6332,0.95,0.3,0.003,1.325,0,0.75,100
0.6331,0.95,0.3,0.003,1.325,0,0.85,100
0.633,0.95,0.5,0.003,1.325,0,0.75,100
0.633,0.95,0.3,0.003,1.375,0,0.75,100
0.6329,0.875,0.3,0.003,1.45,0,0.75,100
0.632,0.85,0.4,0.002,1.4,0,0.9,100
0.632,0.925,0.3,0.002,1.3,0,0.75,100
0.632,0.95,0.3,0.003,1.425,0,0.85,100
0.6319,0.95,0.3,0.003,1.425,0,0.9,100
0.6316,0.85,0.5,0.003,1.375,0,0.75,100
0.6315,0.95,0.5,0.003,1.35,0,0.85,100
0.6304,0.85,0.3,0.003,1.45,0,0.75,100
0.6304,0.825,0.5,0.003,1.425,0,0.9,100
0.6304,0.95,0.3,0.003,1.4,0,0.85,100
0.6304,0.95,0.3,0.003,1.4,0,0.9,100
0.6303,0.925,0.3,0.002,1.325,0,0.75,100
0.6302,0.875,0.3,0.003,1.35,0,0.9,100
0.6301,0.875,0.4,0.003,1.4,0,0.85,100
0.6301,0.925,0.5,0.003,1.375,0,0.85,100
0.63,0.825,0.3,0.002,1.325,0,0.75,100
0.63,0.95,0.3,0.003,1.45,0,0.85,100
0.6288,0.875,0.5,0.002,1.325,0,0.9,100
0.6288,0.925,0.3,0.002,1.3,0,0.85,100
0.6288,0.925,0.3,0.002,1.3,0,0.9,100
0.6285,0.875,0.4,0.003,1.4,0,0.9,100
0.6285,0.95,0.3,0.003,1.325,0,0.9,100
0.6284,0.825,0.5,0.003,1.45,0,0.75,100
0.6282,0.875,0.4,0.003,1.4,0,0.75,100
0.628,0.95,0.3,0.003,1.3,0,0.75,100
0.6276,0.85,0.3,0.002,1.4,0,0.9,100
0.6272,0.875,0.3,0.002,1.35,0,0.75,100
0.6272,0.875,0.5,0.002,1.325,0,0.85,100
0.6272,0.95,0.3,0.003,1.4,0,0.85,100
0.6271,0.85,0.3,0.002,1.325,0,0.9,100
0.6268,0.95,0.3,0.003,1.375,0,0.85,100
0.6268,0.95,0.3,0.003,1.45,0,0.9,100
0.6266,0.95,0.5,0.003,1.35,0,0.9,100
0.6263,0.825,0.5,0.003,1.425,0,0.75,100
0.6262,0.825,0.4,0.003,1.375,0,0.85,100
0.6259,0.95,0.3,0.003,1.35,0,0.75,100
0.6257,0.95,0.3,0.003,1.4,0,0.9,100
0.6256,0.875,0.4,0.002,1.325,0,0.75,100
0.6256,0.875,0.5,0.002,1.325,0,0.75,100
0.6255,0.95,0.4,0.003,1.425,0,0.75,100
0.6251,0.85,0.5,0.003,1.4,0,0.85,100
0.625,0.875,0.3,0.003,1.325,0,0.75,100
0.625,0.925,0.5,0.003,1.375,0,0.9,100
0.6247,0.95,0.3,0.003,1.3,0,0.85,100
0.6241,0.85,0.4,0.002,1.35,0,0.9,100
0.6241,0.875,0.5,0.002,1.3,0,0.75,100
0.6241,0.875,0.5,0.002,1.3,0,0.85,100
0.624,0.875,0.3,0.003,1.45,0,0.9,100
0.6239,0.825,0.5,0.003,1.4,0,0.75,100
0.6239,0.875,0.3,0.003,1.45,0,0.85,100
0.6239,0.875,0.4,0.003,1.425,0,0.85,100
0.6239,0.875,0.4,0.003,1.425,0,0.9,100
0.6239,0.925,0.4,0.002,1.3,0,0.75,100
0.6238,0.95,0.3,0.003,1.45,0,0.75,100
0.6237,0.925,0.5,0.002,1.3,0,0.9,100
0.6237,0.95,0.3,0.003,1.375,0,0.9,100
0.6231,0.875,0.3,0.003,1.325,0,0.85,100
0.6225,0.85,0.4,0.002,1.35,0,0.85,100
0.6225,0.875,0.5,0.002,1.3,0,0.9,100
0.6222,0.85,0.5,0.003,1.45,0,0.75,100
0.6222,0.925,0.4,0.002,1.325,0,0.75,100
0.6214,0.825,0.4,0.003,1.375,0,0.9,100
0.6214,0.95,0.3,0.003,1.35,0,0.85,100
0.6209,0.85,0.4,0.002,1.375,0,0.75,100
0.6208,0.825,0.4,0.002,1.325,0,0.75,100
0.6208,0.85,0.3,0.002,1.3,0,0.75,100
0.6205,0.825,0.5,0.003,1.4,0,0.9,100
0.6203,0.875,0.3,0.003,1.425,0,0.75,100
0.62,0.875,0.3,0.003,1.325,0,0.9,100
0.6192,0.85,0.3,0.003,1.45,0,0.85,100
0.6192,0.95,0.4,0.003,1.4,0,0.75,100
0.619,0.825,0.5,0.003,1.4,0,0.85,100
0.619,0.925,0.4,0.002,1.3,0,0.85,100
0.619,0.925,0.4,0.002,1.3,0,0.9,100
0.6187,0.825,0.5,0.003,1.45,0,0.85,100
0.6183,0.825,0.3,0.003,1.425,0,0.75,100
0.6181,0.925,0.5,0.002,1.375,0,0.85,100
0.6179,0.825,0.5,0.003,1.4,0,0.75,100
0.6178,0.825,0.3,0.002,1.4,0,0.9,100
0.6177,0.85,0.5,0.003,1.425,0,0.85,100
0.6176,0.875,0.3,0.003,1.3,0,0.75,100
0.6176,0.95,0.5,0.003,1.3,0,0.75,100
0.6173,0.925,0.4,0.002,1.325,0,0.9,100
0.6172,0.825,0.5,0.003,1.375,0,0.75,100
0.6169,0.925,0.5,0.003,1.325,0,0.75,100
0.6168,0.825,0.3,0.002,1.325,0,0.85,100
0.6168,0.825,0.5,0.002,1.325,0,0.75,100
0.6166,0.825,0.4,0.002,1.375,0,0.9,100
0.6163,0.95,0.5,0.003,1.325,0,0.85,100
0.6162,0.85,0.4,0.002,1.35,0,0.75,100
0.6162,0.925,0.4,0.003,1.425,0,0.75,100
0.6158,0.825,0.4,0.003,1.45,0,0.75,100
0.6157,0.85,0.5,0.003,1.45,0,0.75,100
0.6155,0.825,0.4,0.003,1.425,0,0.9,100
0.6155,0.875,0.3,0.003,1.425,0,0.85,100
0.6155,0.95,0.4,0.003,1.375,0,0.75,100
0.6154,0.825,0.4,0.003,1.425,0,0.75,100
0.6153,0.925,0.5,0.003,1.35,0,0.85,100
0.6152,0.95,0.3,0.003,1.35,0,0.9,100
0.6151,0.925,0.5,0.003,1.35,0,0.9,100
0.6144,0.85,0.3,0.003,1.45,0,0.9,100
0.6144,0.825,0.5,0.003,1.375,0,0.75,100
0.614,0.875,0.3,0.003,1.425,0,0.9,100
0.614,0.925,0.4,0.002,1.325,0,0.85,100
0.6139,0.875,0.4,0.003,1.425,0,0.75,100
0.6138,0.825,0.5,0.003,1.45,0,0.9,100
0.6136,0.825,0.3,0.002,1.325,0,0.9,100
0.6136,0.95,0.3,0.003,1.3,0,0.9,100
0.6133,0.825,0.4,0.003,1.35,0,0.75,100
0.613,0.875,0.4,0.003,1.375,0,0.75,100
0.6126,0.85,0.3,0.002,1.4,0,0.85,100
0.6124,0.825,0.4,0.003,1.45,0,0.85,100
0.6122,0.825,0.4,0.003,1.425,0,0.85,100
0.612,0.95,0.5,0.002,1.325,0,0.85,100
0.6119,0.875,0.3,0.003,1.4,0,0.75,100
0.6118,0.825,0.5,0.003,1.425,0,0.85,100
0.6118,0.925,0.5,0.003,1.325,0,0.85,100
0.6113,0.825,0.3,0.003,1.4,0,0.75,100
0.6112,0.875,0.4,0.002,1.325,0,0.9,100
0.611,0.825,0.5,0.003,1.35,0,0.75,100
0.611,0.95,0.3,0.003,1.325,0,0.75,100
0.6104,0.825,0.4,0.003,1.4,0,0.75,100
0.6103,0.925,0.5,0.003,1.3,0,0.75,100
0.6103,0.95,0.5,0.002,1.325,0,0.75,100
0.6099,0.85,0.4,0.002,1.325,0,0.75,100
0.6099,0.85,0.5,0.003,1.45,0,0.85,100
0.6098,0.875,0.3,0.003,1.375,0,0.75,100
0.6098,0.85,0.5,0.003,1.425,0,0.9,100
0.6098,0.95,0.3,0.003,1.4,0,0.75,100
0.6097,0.925,0.4,0.003,1.425,0,0.85,100
0.6095,0.825,0.4,0.002,1.35,0,0.75,100
0.6095,0.875,0.3,0.003,1.3,0,0.85,100
0.6095,0.95,0.5,0.003,1.325,0,0.9,100
0.6092,0.925,0.4,0.003,1.4,0,0.75,100
0.6089,0.875,0.3,0.002,1.425,0,0.75,100
0.6085,0.825,0.3,0.003,1.45,0,0.85,100
0.6085,0.85,0.3,0.002,1.4,0,0.75,100
0.6085,0.85,0.5,0.003,1.35,0,0.75,100
0.608,0.825,0.3,0.003,1.375,0,0.75,100
0.6078,0.85,0.3,0.003,1.425,0,0.75,100
0.6076,0.825,0.4,0.003,1.45,0,0.9,100
0.6074,0.95,0.4,0.002,1.4,0,0.9,100
0.6073,0.825,0.4,0.003,1.425,0,0.85,100
0.6073,0.875,0.3,0.003,1.4,0,0.85,100
0.6072,0.825,0.4,0.003,1.425,0,0.9,100
0.6066,0.925,0.5,0.002,1.3,0,0.75,100
0.6065,0.95,0.3,0.003,1.375,0,0.75,100
0.6064,0.95,0.3,0.003,1.425,0,0.9,100
0.606,0.825,0.5,0.003,1.325,0,0.75,100
0.6057,0.875,0.3,0.003,1.4,0,0.9,100
0.6055,0.85,0.5,0.003,1.4,0,0.9,100
0.6054,0.925,0.5,0.003,1.325,0,0.9,100
0.6052,0.825,0.5,0.003,1.425,0,0.9,100
0.6049,0.825,0.3,0.003,1.35,0,0.75,100
0.6049,0.85,0.4,0.003,1.45,0,0.75,100
0.6049,0.925,0.5,0.003,1.3,0,0.75,100
0.6047,0.825,0.5,0.003,1.4,0,0.85,100
0.6045,0.825,0.5,0.003,1.375,0,0.85,100
0.6045,0.85,0.3,0.002,1.425,0,0.85,100
0.6045,0.85,0.3,0.003,1.425,0,0.85,100
0.6045,0.875,0.5,0.002,1.35,0,0.9,100
0.6041,0.85,0.3,0.002,1.425,0,0.9,100
0.6041,0.825,0.5,0.003,1.3,0,0.75,100
0.6037,0.825,0.3,0.003,1.45,0,0.9,100
0.6037,0.85,0.5,0.003,1.375,0,0.85,100
0.6036,0.85,0.4,0.002,1.4,0,0.85,100
0.6034,0.85,0.3,0.002,1.425,0,0.75,100
0.6034,0.825,0.3,0.003,1.425,0,0.85,100
0.6034,0.925,0.4,0.003,1.425,0,0.9,100
0.6033,0.875,0.4,0.003,1.375,0,0.85,100
0.6032,0.875,0.4,0.003,1.45,0,0.9,100
0.6031,0.925,0.5,0.002,1.325,0,0.75,100
0.6029,0.825,0.5,0.003,1.35,0,0.85,100
0.6029,0.875,0.3,0.003,1.3,0,0.9,100
0.6028,0.875,0.5,0.002,1.35,0,0.85,100
0.6019,0.875,0.5,0.002,1.35,0,0.75,100
0.6018,0.825,0.3,0.002,1.3,0,0.75,100
0.6018,0.85,0.5,0.002,1.4,0,0.9,100
0.6015,0.875,0.4,0.003,1.45,0,0.85,100
0.6014,0.825,0.5,0.003,1.375,0,0.9,100
0.6014,0.95,0.3,0.003,1.425,0,0.85,100
0.6012,0.85,0.3,0.003,1.425,0,0.9,100
0.6012,0.825,0.5,0.003,1.325,0,0.85,100
0.6012,0.875,0.4,0.002,1.3,0,0.75,100
0.6012,0.95,0.4,0.003,1.45,0,0.75,100
0.601,0.825,0.4,0.003,1.35,0,0.85,100
0.601,0.825,0.3,0.003,1.4,0,0.9,100
0.601,0.825,0.5,0.003,1.3,0,0.85,100
0.6006,0.825,0.3,0.002,1.4,0,0.85,100
0.6005,0.875,0.3,0.003,1.375,0,0.85,100
0.6005,0.925,0.5,0.003,1.325,0,0.75,100
0.6003,0.825,0.5,0.003,1.4,0,0.9,100
0.5999,0.825,0.3,0.003,1.425,0,0.9,100
0.5997,0.825,0.5,0.003,1.35,0,0.9,100
0.5995,0.825,0.5,0.003,1.325,0,0.9,100
0.5994,0.95,0.4,0.003,1.35,0,0.75,100
0.5993,0.825,0.5,0.003,1.375,0,0.85,100
0.599,0.85,0.5,0.003,1.45,0,0.9,100
0.599,0.825,0.5,0.003,1.375,0,0.9,100
0.5988,0.85,0.4,0.002,1.325,0,0.85,100
0.5988,0.85,0.5,0.003,1.375,0,0.9,100
0.5988,0.925,0.5,0.003,1.3,0,0.85,100
0.5986,0.85,0.3,0.003,1.45,0,0.75,100
0.5985,0.825,0.3,0.003,1.325,0,0.75,100
0.5983,0.825,0.3,0.003,1.3,0,0.75,100
0.5983,0.825,0.3,0.003,1.4,0,0.85,100
0.5983,0.875,0.4,0.003,1.45,0,0.85,100
0.5982,0.875,0.3,0.002,1.45,0,0.9,100
0.5981,0.825,0.3,0.003,1.375,0,0.85,100
0.5981,0.85,0.3,0.003,1.4,0,0.75,100
0.5979,0.825,0.4,0.003,1.35,0,0.9,100
0.5978,0.825,0.4,0.002,1.375,0,0.85,100
0.5975,0.95,0.5,0.003,1.3,0,0.85,100
0.5974,0.825,0.4,0.002,1.425,0,0.75,100
0.5974,0.925,0.4,0.002,1.35,0,0.9,100
0.5972,0.875,0.3,0.003,1.375,0,0.9,100
0.597,0.85,0.5,0.003,1.325,0,0.75,100
0.5969,0.85,0.3,0.003,1.425,0,0.75,100
0.5969,0.85,0.5,0.002,1.4,0,0.85,100
0.5969,0.95,0.4,0.002,1.35,0,0.85,100
0.5968,0.85,0.5,0.003,1.35,0,0.85,100
0.5966,0.875,0.4,0.003,1.45,0,0.9,100
0.5966,0.95,0.3,0.003,1.325,0,0.85,100
0.5966,0.95,0.3,0.003,1.325,0,0.9,100
0.5965,0.95,0.4,0.003,1.325,0,0.75,100
0.5965,0.95,0.3,0.002,1.3,0,0.75,100
0.5962,0.825,0.5,0.003,1.3,0,0.9,100
0.596,0.825,0.4,0.003,1.325,0,0.75,100
0.5957,0.95,0.3,0.002,1.325,0,0.75,100
0.5956,0.85,0.4,0.002,1.325,0,0.9,100
0.5954,0.825,0.4,0.003,1.35,0,0.75,100
0.5954,0.825,0.4,0.003,1.375,0,0.85,100
0.5954,0.925,0.5,0.003,1.3,0,0.85,100
0.5953,0.875,0.4,0.003,1.375,0,0.9,100
0.595,0.875,0.3,0.002,1.45,0,0.85,100
0.5948,0.825,0.3,0.003,1.35,0,0.85,100
0.5947,0.95,0.4,0.003,1.35,0,0.85,100
0.5946,0.925,0.5,0.003,1.35,0,0.75,100
0.5944,0.825,0.3,0.003,1.375,0,0.9,100
0.5943,0.825,0.5,0.003,1.35,0,0.75,100
0.5941,0.825,0.4,0.003,1.325,0,0.85,100
0.5941,0.825,0.4,0.003,1.4,0,0.85,100
0.5941,0.95,0.5,0.003,1.3,0,0.9,100
0.5939,0.825,0.4,0.003,1.375,0,0.75,100
0.5939,0.85,0.5,0.003,1.35,0,0.9,100
0.5939,0.925,0.5,0.003,1.3,0,0.9,100
0.5939,0.925,0.5,0.003,1.325,0,0.85,100
0.5936,0.85,0.3,0.003,1.45,0,0.85,100
0.5935,0.85,0.4,0.003,1.425,0,0.75,100
0.5932,0.95,0.4,0.003,1.375,0,0.85,100
0.593,0.85,0.3,0.003,1.4,0,0.85,100
0.593,0.85,0.5,0.003,1.45,0,0.85,100
0.593,0.95,0.4,0.003,1.375,0,0.9,100
0.5927,0.95,0.3,0.003,1.3,0,0.75,100
0.5925,0.825,0.4,0.003,1.325,0,0.9,100
0.5925,0.95,0.5,0.002,1.325,0,0.9,100
0.5923,0.825,0.4,0.003,1.35,0,0.85,100
0.5923,0.875,0.5,0.003,1.4,0,0.9,100
0.5921,0.825,0.4,0.003,1.325,0,0.75,100
0.5921,0.825,0.4,0.003,1.375,0,0.9,100
0.5918,0.85,0.3,0.003,1.45,0,0.9,100
0.5916,0.875,0.4,0.003,1.425,0,0.85,100
0.5913,0.85,0.3,0.003,1.4,0,0.9,100
0.591,0.925,0.4,0.003,1.45,0,0.85,100
0.5908,0.825,0.4,0.003,1.4,0,0.9,100
0.5908,0.875,0.5,0.003,1.4,0,0.85,100
0.5908,0.875,0.5,0.003,1.3,0,0.9,100
0.5908,0.925,0.5,0.003,1.325,0,0.9,100
0.5906,0.825,0.4,0.003,1.35,0,0.9,100
0.5905,0.825,0.5,0.003,1.325,0,0.75,100
0.5905,0.85,0.5,0.003,1.325,0,0.85,100
0.5903,0.85,0.4,0.003,1.4,0,0.75,100
0.5903,0.85,0.5,0.003,1.3,0,0.75,100
0.59,0.825,0.4,0.003,1.3,0,0.75,100
0.59,0.95,0.4,0.003,1.35,0,0.9,100
0.59,0.95,0.3,0.003,1.3,0,0.85,100
0.5898,0.95,0.4,0.002,1.35,0,0.9,100
0.5897,0.85,0.5,0.003,1.425,0,0.75,100
0.5897,0.85,0.5,0.003,1.45,0,0.9,100
0.5896,0.925,0.4,0.003,1.45,0,0.9,100
0.5894,0.825,0.5,0.003,1.35,0,0.85,100
0.5892,0.825,0.3,0.003,1.3,0,0.75,100
0.589,0.825,0.4,0.003,1.325,0,0.85,100
0.589,0.85,0.4,0.002,1.3,0,0.75,100
0.589,0.925,0.5,0.003,1.3,0,0.9,100
0.5888,0.85,0.4,0.003,1.375,0,0.75,100
0.5886,0.825,0.3,0.003,1.325,0,0.85,100
0.5886,0.95,0.3,0.003,1.3,0,0.9,100
0.5884,0.825,0.3,0.003,1.35,0,0.9,100
0.5884,0.85,0.5,0.002,1.4,0,0.75,100
0.5884,0.875,0.3,0.003,1.35,0,0.75,100
0.5884,0.875,0.4,0.003,1.425,0,0.9,100
0.5882,0.825,0.5,0.003,1.3,0,0.75,100
0.5882,0.925,0.4,0.003,1.35,0,0.75,100
0.5882,0.875,0.5,0.003,1.325,0,0.9,100
0.5879,0.825,0.4,0.003,1.3,0,0.75,100
0.5879,0.825,0.4,0.003,1.3,0,0.85,100
0.5879,0.95,0.4,0.002,1.4,0,0.85,100
0.5879,0.925,0.5,0.003,1.35,0,0.85,100
0.5877,0.925,0.5,0.003,1.35,0,0.9,100
0.5876,0.85,0.3,0.003,1.4,0,0.75,100
0.5876,0.825,0.4,0.003,1.325,0,0.9,100
0.5874,0.85,0.5,0.003,1.325,0,0.9,100
0.5872,0.95,0.4,0.002,1.375,0,0.75,100
0.587,0.825,0.5,0.003,1.325,0,0.9,100
0.587,0.85,0.5,0.003,1.3,0,0.85,100
0.5869,0.95,0.4,0.003,1.325,0,0.85,100
0.5867,0.825,0.3,0.002,1.3,0,0.85,100
0.5867,0.875,0.4,0.003,1.45,0,0.75,100
0.5867,0.925,0.4,0.003,1.375,0,0.75,100
0.5866,0.85,0.3,0.002,1.45,0,0.75,100
0.5866,0.925,0.4,0.003,1.4,0,0.9,100
0.5866,0.925,0.4,0.002,1.35,0,0.75,100
0.5865,0.875,0.4,0.003,1.35,0,0.75,100
0.5865,0.925,0.4,0.003,1.4,0,0.85,100
0.5865,0.925,0.4,0.003,1.325,0,0.75,100
0.5864,0.875,0.5,0.003,1.3,0,0.85,100
0.5863,0.825,0.4,0.003,1.3,0,0.9,100
0.5863,0.825,0.5,0.003,1.35,0,0.9,100
0.5863,0.85,0.5,0.003,1.4,0,0.75,100
0.5861,0.825,0.4,0.003,1.425,0,0.75,100
0.5859,0.85,0.3,0.003,1.425,0,0.85,100
0.5859,0.925,0.4,0.003,1.45,0,0.75,100
0.5857,0.85,0.4,0.003,1.425,0,0.85,100
0.5857,0.95,0.4,0.003,1.3,0,0.75,100
0.5855,0.825,0.5,0.003,1.325,0,0.85,100
0.5855,0.825,0.4,0.003,1.3,0,0.85,100
0.5855,0.875,0.3,0.003,1.35,0,0.85,100
0.5853,0.925,0.4,0.003,1.325,0,0.75,100
0.5853,0.95,0.4,0.003,1.325,0,0.9,100
0.5852,0.825,0.3,0.003,1.325,0,0.75,100
0.5852,0.85,0.3,0.003,1.375,0,0.75,100
0.5852,0.875,0.4,0.003,1.4,0,0.85,100
0.5852,0.875,0.4,0.003,1.4,0,0.9,100
0.5851,0.825,0.3,0.003,1.325,0,0.9,100
0.5849,0.825,0.5,0.003,1.3,0,0.85,100
0.5849,0.875,0.3,0.003,1.325,0,0.75,100
0.5849,0.875,0.4,0.003,1.325,0,0.85,100
0.5845,0.85,0.5,0.003,1.375,0,0.75,100
0.5845,0.95,0.3,0.003,1.425,0,0.75,100
0.5844,0.875,0.3,0.003,1.3,0,0.75,100
0.5843,0.875,0.4,0.003,1.35,0,0.85,100
0.5841,0.85,0.4,0.003,1.4,0,0.85,100
0.5841,0.875,0.3,0.003,1.35,0,0.9,100
0.5841,0.925,0.5,0.003,1.375,0,0.75,100
0.5837,0.825,0.3,0.002,1.3,0,0.9,100
0.5837,0.875,0.4,0.003,1.325,0,0.75,100
0.5837,0.925,0.4,0.003,1.35,0,0.85,100
0.5834,0.85,0.5,0.003,1.425,0,0.85,100
0.5832,0.825,0.5,0.003,1.3,0,0.9,100
0.5832,0.875,0.4,0.003,1.325,0,0.9,100
0.5832,0.95,0.3,0.002,1.3,0,0.85,100
0.5831,0.85,0.5,0.003,1.4,0,0.85,100
0.583,0.875,0.3,0.003,1.3,0,0.85,100
0.583,0.925,0.4,0.003,1.35,0,0.75,100
0.583,0.925,0.4,0.003,1.35,0,0.85,100
0.5829,0.925,0.4,0.002,1.35,0,0.85,100
0.5827,0.825,0.3,0.003,1.3,0,0.85,100
0.5827,0.825,0.4,0.003,1.3,0,0.9,100
0.5827,0.85,0.4,0.003,1.35,0,0.75,100
0.5827,0.85,0.4,0.003,1.425,0,0.9,100
0.5827,0.875,0.4,0.003,1.35,0,0.9,100
0.5825,0.85,0.5,0.003,1.3,0,0.9,100
0.5825,0.925,0.4,0.003,1.375,0,0.75,100
0.5823,0.925,0.4,0.003,1.35,0,0.9,100
0.5822,0.925,0.4,0.003,1.3,0,0.85,100
0.5822,0.925,0.4,0.003,1.3,0,0.75,100
0.5821,0.825,0.3,0.002,1.4,0,0.75,100
